MatchID,Prob
10001,0.6572283274575015
10002,0.8507053707554579
10003,0.5025329389243373
10004,0.4617428759095851
10005,0.5084219627170155
10006,0.9527977192168777
10007,0.6783656578647909
10008,0.9061514520212278
10009,0.23290724744465285
10010,0.30535726203603836
10011,0.4031798300900312
10012,0.14897271961463288
10013,0.3942594255635261
10014,0.5027320610818519
10015,0.8703100358427167
10016,0.022882981377208435
10017,0.7390973429523481
10018,0.3799475602405451
10019,0.25236345467253735
10020,0.3976577834436457
10021,0.052591970431601784
10022,0.6448028098633423
10023,0.2104948270735748
10024,0.16969236728571113
10025,0.099528454054832
10026,0.7935146573014918
10027,0.3286079703282302
10028,0.6685281457606849
10029,0.22100293222352108
10030,0.09276447449338138
10031,0.022316090648586168
10032,0.10333838983235707
10033,0.5551278013467603
10034,0.5067020356465872
10035,0.11241029188771652
10036,0.26048174977105165
10037,0.4135747551369685
10038,0.2745767622691267
10039,0.47490502244106014
10040,0.7521709109745931
10041,0.2636837529035343
10042,0.36247292768487854
10043,0.9052388232957955
10044,0.5806394256676003
10045,0.5118048526763873
10046,0.32132712871637037
10047,0.23030839896725114
10048,0.91088926407264
10049,0.6570790916034436
10050,0.17211910373178796
10051,0.5788191045939332
10052,0.4269386498911328
10053,0.25562269751028605
10054,0.6130846501783518
10055,0.9356852051422131
10056,0.8405423718324152
10057,0.02614313272267126
10058,0.8445667528903645
10059,0.45767536656381635
10060,0.10373845635014194
10061,0.20734352535220282
10062,0.6090446025063487
10063,0.7494417905747378
10064,0.9669789626680713
10065,0.4772045713411076
10066,0.4598220462048428
10067,0.37985236680685935
10068,0.4971399181006158
10069,0.7429769489950291
10070,0.7596396659443111
10071,0.5021424562384852
10072,0.01383437577755451
10073,0.6378680488651978
10074,0.9118257098281194
10075,0.5823322312116671
10076,0.05410086551680978
10077,0.2388733943345859
10078,0.972953203895162
10079,0.4939406319856956
10080,0.8625553001734281
10081,0.14357938037505552
10082,0.17364140252384047
10083,0.5496921203920039
10084,0.9085706402504203
10085,0.574188660934622
10086,0.6385835934297214
10087,0.6130769913693962
10088,0.9688531241661223
10089,0.07171258506374206
10090,0.7416438963825888
10091,0.4185132538877089
10092,0.9022875269611254
